Datetime,TairF,TairC
5/14/2022 4:50,58,14.44444444
5/14/2022 4:55,58,14.44444444
5/14/2022 5:00,58,14.44444444
5/14/2022 5:05,58,14.44444444
5/14/2022 5:10,58,14.44444444
5/14/2022 5:15,58,14.44444444
5/14/2022 5:20,58,14.44444444
5/14/2022 5:25,58,14.44444444
5/14/2022 5:30,57,13.88888889
5/14/2022 5:35,57,13.88888889
5/14/2022 5:40,59,15
5/14/2022 5:45,58,14.44444444
5/14/2022 5:50,57,13.88888889
5/14/2022 5:55,60,15.55555556
5/14/2022 6:00,61,16.11111111
5/14/2022 6:05,63,17.22222222
5/14/2022 6:10,63,17.22222222
5/14/2022 6:15,67,19.44444444
5/14/2022 6:20,68,20
5/14/2022 6:25,67,19.44444444
5/14/2022 6:30,67,19.44444444
5/14/2022 6:35,69,20.55555556
5/14/2022 6:40,70,21.11111111
5/14/2022 6:45,71,21.66666667
5/14/2022 6:50,72,22.22222222
5/14/2022 6:55,74,23.33333333
5/14/2022 7:00,74,23.33333333
5/14/2022 7:05,75,23.88888889
5/14/2022 7:10,75,23.88888889
5/14/2022 7:15,75,23.88888889
5/14/2022 7:20,75,23.88888889
5/14/2022 7:25,75,23.88888889
5/14/2022 7:30,75,23.88888889
5/14/2022 7:35,76,24.44444444
5/14/2022 7:40,77,25
5/14/2022 7:45,77,25
5/14/2022 7:50,78,25.55555556
5/14/2022 7:55,78,25.55555556
5/14/2022 8:00,79,26.11111111
5/14/2022 8:05,79,26.11111111
5/14/2022 8:10,80,26.66666667
5/14/2022 8:15,80,26.66666667
5/14/2022 8:20,81,27.22222222
5/14/2022 8:25,81,27.22222222
5/14/2022 8:30,81,27.22222222
5/14/2022 8:35,82,27.77777778
5/14/2022 8:40,82,27.77777778
5/14/2022 8:45,83,28.33333333
5/14/2022 8:50,83,28.33333333
5/14/2022 8:55,84,28.88888889
5/14/2022 9:00,84,28.88888889
5/14/2022 9:05,84,28.88888889
5/14/2022 9:10,84,28.88888889
5/14/2022 9:15,85,29.44444444
5/14/2022 9:20,85,29.44444444
5/14/2022 9:25,86,30
5/14/2022 9:30,86,30
5/14/2022 9:35,86,30
5/14/2022 9:40,85,29.44444444
5/14/2022 9:45,86,30
5/14/2022 9:50,86,30
5/14/2022 9:55,85,29.44444444
5/14/2022 10:00,87,30.55555556
5/14/2022 10:05,88,31.11111111
5/14/2022 10:10,88,31.11111111
5/14/2022 10:15,89,31.66666667
5/14/2022 10:20,89,31.66666667
5/14/2022 10:25,88,31.11111111
5/14/2022 10:30,88,31.11111111
5/14/2022 10:35,90,32.22222222
5/14/2022 10:40,89,31.66666667
5/14/2022 10:45,90,32.22222222
5/14/2022 10:50,91,32.77777778
5/14/2022 10:55,90,32.22222222
5/14/2022 11:00,90,32.22222222
5/14/2022 11:05,90,32.22222222
5/14/2022 11:10,91,32.77777778
5/14/2022 11:15,90,32.22222222
5/14/2022 11:20,91,32.77777778
5/14/2022 11:25,93,33.88888889
5/14/2022 11:30,92,33.33333333
5/14/2022 11:35,93,33.88888889
5/14/2022 11:40,93,33.88888889
5/14/2022 11:45,93,33.88888889
